# 40c15c8c-8025-412f-92dc-30704928043e
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
565.6395352; 387.6424784; 293.2372678; 1.7428783; 0.0031788; 33.7764080; -9.6254973
567.6382614; 385.6743274; 292.8889731; 1.7489223; 0.0028986; 33.2019317; -9.8255526
569.6369877; 383.7082243; 292.5292574; 1.7545195; 0.0027021; 32.6050777; -9.6997660
571.6357140; 381.7441790; 292.1587755; 1.7600236; 0.0028656; 32.0049486; -9.3397128
573.6344403; 379.7822193; 291.7770244; 1.7660413; 0.0032772; 31.4162645; -8.7566967
575.6331665; 377.8228443; 291.3823144; 1.7733906; 0.0040768; 30.8541277; -7.7346150
577.6318928; 375.8668425; 290.9715720; 1.7825221; 0.0051088; 30.3489447; -7.0890667
579.6306191; 373.9151099; 290.5408725; 1.7938216; 0.0061946; 29.8784242; -6.1979853
581.6293453; 371.9688409; 290.0860421; 1.8072753; 0.0072671; 29.4608907; -5.5681987
583.6280716; 370.0294450; 289.6030910; 1.8227083; 0.0081229; 29.0806718; -5.2322343
585.6267979; 368.0979476; 289.0886686; 1.8397196; 0.0088605; 28.7188068; -4.8822688
587.6255242; 366.1759684; 288.5402183; 1.8580035; 0.0094361; 28.3769841; -4.6813322
589.6242504; 364.2647599; 287.9556694; 1.8773906; 0.0099423; 28.0453173; -4.5292620
591.6229767; 362.3653439; 287.3331970; 1.8977345; 0.0104104; 27.7206478; -4.3069711
593.6217030; 360.4793528; 286.6713583; 1.9190103; 0.0108832; 27.4083454; -4.1870357
595.6204293; 358.6084000; 285.9688351; 1.9410089; 0.0110022; 27.1012901; -4.0961958
597.6191555; 356.7533755; 285.2253865; 1.9629079; 0.0109751; 26.7974920; -4.0048700
599.6178818; 354.9157311; 284.4414567; 1.9852649; 0.0113911; 26.4970998; -3.9302542
601.6166081; 353.0961923; 283.6157735; 2.0085341; 0.0119998; 26.1989559; -3.8495594
603.6153343; 351.2950538; 282.7457130; 2.0333359; 0.0127764; 25.9036071; -3.5887683
605.6140606; 349.5183779; 281.8310104; 2.0593033; 0.0132256; 25.6252011; -2.9501518
607.6127869; 347.7655232; 280.8691150; 2.0862133; 0.0136586; 25.3940512; -2.4042060
609.6115132; 346.0404600; 279.8602316; 2.1139089; 0.0140672; 25.2041096; -1.5481567
611.6102394; 344.3434681; 278.8028677; 2.1421636; 0.0141984; 25.0810378; -1.4333908
613.6089657; 342.6780537; 277.6983337; 2.1707295; 0.0144302; 24.9665485; -1.3056018
615.6076920; 341.0453405; 276.5463501; 2.1998595; 0.0147171; 24.8618073; -1.3305018
617.6064183; 339.4464466; 275.3464230; 2.2293610; 0.0147911; 24.7546126; -1.3389901
619.6051445; 337.8834127; 274.0994694; 2.2590242; 0.0148562; 24.6462633; -1.3513184
621.6038708; 336.3592136; 272.8075771; 2.2887870; 0.0149605; 24.5364314; -1.1386961
623.6025971; 334.8717986; 271.4683535; 2.3189031; 0.0151418; 24.4434977; -0.7819621
625.6013233; 333.4279952; 270.0869483; 2.3493879; 0.0153238; 24.3794734; -0.1755407
627.6000496; 332.0278400; 268.6627442; 2.3800525; 0.0153906; 24.3650777; 0.1442379
629.5987759; 330.6693007; 267.1932443; 2.4106818; 0.0151642; 24.3769070; 0.1979307
631.5975022; 329.3590052; 265.6867356; 2.4408387; 0.0153756; 24.3931304; 0.1892973
633.5962284; 328.0954620; 264.1402480; 2.4725960; 0.0163980; 24.4086362; 0.1602206
635.5949547; 326.8832881; 262.5540601; 2.5055228; 0.0164392; 24.4217525; 0.1327136
637.5936810; 325.7240612; 260.9295916; 2.5378853; 0.0158967; 24.4326116; 0.1009017
639.5924073; 324.6131808; 259.2634689; 2.5689063; 0.0150617; 24.4408645; 0.0380879
641.5911335; 323.5584118; 257.5721680; 2.5991408; 0.0153374; 24.4439791; 0.0492323
643.5898598; 322.5522621; 255.8430751; 2.6301094; 0.0155258; 24.4480044; 0.0670288
645.5885861; 321.5996268; 254.0822688; 2.6612595; 0.0156222; 24.4534837; 0.5851678
647.5873123; 320.7040365; 252.2964001; 2.6921127; 0.0152506; 24.5012662; 1.0710074
649.5860386; 319.8619275; 250.4810259; 2.7221341; 0.0143095; 24.5884799; 1.8168644
651.5847649; 319.0728857; 248.6448149; 2.7486577; 0.0122564; 24.7357267; 2.1680884
653.5834912; 318.3290468; 246.7881354; 2.7722381; 0.0115317; 24.9102992; 2.1722999
655.5822174; 317.6291744; 244.9174047; 2.7948646; 0.0113696; 25.0839923; 1.9830608
657.5809437; 316.9718730; 243.0300981; 2.8182745; 0.0120538; 25.2415107; 1.7851562
659.5796700; 316.3598371; 241.1269647; 2.8426404; 0.0121978; 25.3824731; 1.7252023
661.5783963; 315.7946426; 239.2103745; 2.8670033; 0.0121636; 25.5179614; 1.7245914
663.5771225; 315.2760145; 237.2801012; 2.8911672; 0.0120125; 25.6526865; 1.9605715
665.5758488; 314.8037548; 235.3378324; 2.9148210; 0.0115738; 25.8049921; 2.1892503
667.5745751; 314.3766795; 233.3858254; 2.9373769; 0.0109287; 25.9740070; 2.7259198
669.5733013; 313.9920525; 231.4243706; 2.9581935; 0.0098978; 26.1829291; 3.2883745
671.5720276; 313.6462318; 229.4557382; 2.9767705; 0.0086092; 26.4327618; 3.6921179
673.5707539; 313.3343843; 227.4818349; 2.9925644; 0.0072012; 26.7104842; 4.3096692
675.5694802; 313.0509228; 225.5031880; 3.0055752; 0.0058160; 27.0310500; 4.6575674
677.5682064; 312.7905498; 223.5213929; 3.0159651; 0.0046603; 27.3732729; 4.9015560
679.5669327; 312.5487024; 221.5376362; 3.0242543; 0.0036975; 27.7288623; 5.1259929
681.5656590; 312.3216790; 219.5516954; 3.0311100; 0.0031617; 28.0959200; 5.1589965
683.5643853; 312.1072948; 217.5644407; 3.0370706; 0.0029034; 28.4605615; 5.1905011
685.5631115; 311.9044914; 215.5762916; 3.0427697; 0.0027831; 28.8227747; 5.1548093
687.5618378; 311.7126498; 213.5866699; 3.0480849; 0.0025349; 29.1780474; 5.1545778
689.5605641; 311.5308053; 211.5961876; 3.0526796; 0.0019303; 29.5290303; 5.1656610
691.5592903; 311.3566412; 209.6052495; 3.0557168; 0.0010770; 29.8766316; 5.1368706
693.5580166; 311.1866049; 207.6136311; 3.0567593; -0.0000345; 30.2183307; 5.1253496
695.5567429; 311.0164618; 205.6220728; 3.0556428; -0.0010431; 30.5554554; 5.1253603
697.5554692; 310.8421997; 203.6311788; 3.0526194; -0.0019310; 30.8889015; 5.0789556
699.5541954; 310.6604419; 201.6405958; 3.0482999; -0.0023912; 31.2158152; 4.9870996
701.5529217; 310.4692094; 199.6510110; 3.0431255; -0.0027463; 31.5335189; 4.9001649
703.5516480; 310.2670875; 197.6627274; 3.0373433; -0.0030613; 31.8425971; 4.6020161
705.5503743; 310.0526847; 195.6754378; 3.0307366; -0.0035494; 32.1301623; 4.2729090
707.5491005; 309.8241756; 193.6897995; 3.0231015; -0.0041220; 32.3948774; 3.9942846
709.5478268; 309.5793309; 191.7062739; 3.0142403; -0.0047461; 32.6403898; 3.4103197
711.5465531; 309.3156532; 189.7249603; 3.0041259; -0.0053746; 32.8485561; 2.9979891
713.5452793; 309.0307358; 187.7466631; 2.9927997; -0.0059330; 33.0304701; 2.6799926
715.5440056; 308.7223969; 185.7719661; 2.9804272; -0.0064315; 33.1922446; 2.1792018
717.5427319; 308.3887406; 183.8012836; 2.9671925; -0.0068115; 33.3232105; 1.8741380
719.5414582; 308.0283136; 181.8353807; 2.9532375; -0.0071312; 33.4354323; 1.6475991
721.5401844; 307.6399061; 179.8748055; 2.9387042; -0.0073810; 33.5337790; 1.3178821
723.5389107; 307.2227227; 177.9201778; 2.9239102; -0.0074223; 33.6122374; 1.1224221
725.5376370; 306.7765300; 175.9715794; 2.9090951; -0.0073693; 33.6789153; 0.9837075
727.5363633; 306.3017010; 174.0298769; 2.8944335; -0.0073671; 33.7372444; 0.7979255
729.5350895; 305.7980407; 172.0950718; 2.8792795; -0.0078014; 33.7844835; 0.7014083
731.5338158; 305.2641753; 170.1677808; 2.8634027; -0.0079790; 33.8259541; 0.6383804
733.5325421; 304.7002691; 168.2513620; 2.8474223; -0.0080158; 33.8636541; 0.5726226
735.5312683; 304.1052433; 166.3426040; 2.8313825; -0.0080333; 33.8974350; 0.5564600
737.5299946; 303.4794819; 164.4431725; 2.8153077; -0.0080319; 33.9302302; 0.5559132
739.5287209; 302.8241334; 162.5563880; 2.7992850; -0.0080115; 33.9629616; 0.5750993
741.5274472; 302.1382627; 160.6792263; 2.7832925; -0.0079928; 33.9967894; 0.6255007
743.5261734; 301.4222052; 158.8132061; 2.7668651; -0.0085590; 34.0335437; 0.6695010
745.5248997; 300.6752540; 156.9617643; 2.7492779; -0.0087823; 34.0728396; 0.7267531
747.5236260; 299.8951277; 155.1211606; 2.7323407; -0.0081429; 34.1154446; 0.8118221
749.5223523; 299.0860497; 153.2960222; 2.7163909; -0.0078772; 34.1629738; 0.8606504
751.5210785; 298.2473069; 151.4816095; 2.7008246; -0.0077423; 34.2132897; 0.9088120
753.5198048; 297.3795684; 149.6783660; 2.6853674; -0.0077056; 34.2663409; 0.9794744
755.5185311; 296.4863633; 147.8930526; 2.6700539; -0.0076384; 34.3234253; 1.0114894
757.5172573; 295.5647664; 146.1191611; 2.6548525; -0.0075614; 34.3822760; 1.0430151
759.5159836; 294.6156132; 144.3578635; 2.6398050; -0.0074842; 34.4428557; 1.1038886
761.5147099; 293.6418330; 142.6138717; 2.6249166; -0.0074283; 34.5068551; 1.1518672
763.5134362; 292.6415163; 140.8832173; 2.6101228; -0.0073553; 34.5735099; 1.1988029
765.5121624; 291.6154394; 139.1667527; 2.5955187; -0.0072505; 34.6427444; 1.3305505
767.5108887; 290.5656085; 137.4669632; 2.5811495; -0.0071357; 34.7194262; 1.4431975
769.5096150; 289.4910892; 135.7814381; 2.5670082; -0.0070011; 34.8024089; 1.5505019
771.5083413; 288.3927759; 134.1106499; 2.5531592; -0.0068517; 34.8913417; 1.8482910
773.5070675; 287.2723311; 132.4559138; 2.5397030; -0.0066178; 34.9970596; 2.0594390
775.5057938; 286.1297091; 130.8155737; 2.5267287; -0.0063324; 35.1144798; 2.2634535
777.5045201; 284.9666347; 129.1901255; 2.5144076; -0.0059991; 35.2430807; 2.7565104
779.5032463; 283.7840763; 127.5783304; 2.5030163; -0.0053978; 35.3990644; 3.0154855
781.5019726; 282.5843875; 125.9796830; 2.4927562; -0.0049415; 35.5689193; 3.2893799
783.5006989; 281.3691754; 124.3932709; 2.4831910; -0.0046308; 35.7532818; 3.7294492
785.4994252; 280.1389431; 122.8175999; 2.4743167; -0.0042463; 35.9611659; 3.8867262
787.4981514; 278.8955581; 121.2526605; 2.4661954; -0.0039017; 36.1765457; 4.0526807
789.4968777; 277.6402460; 119.6977729; 2.4586966; -0.0036032; 36.3997645; 4.1423983
791.4956040; 276.3731858; 118.1514343; 2.4516151; -0.0034877; 36.6265191; 4.1262796
793.4943303; 275.0956271; 116.6142789; 2.4447328; -0.0034224; 36.8510041; 4.0997271
795.4930565; 273.8078749; 115.0862582; 2.4379071; -0.0034095; 37.0726984; 4.0312127
797.4917828; 272.5092328; 113.5663601; 2.4312001; -0.0032957; 37.2894027; 4.0094916
799.4905091; 271.2010653; 112.0555878; 2.4247122; -0.0032237; 37.5036972; 3.9838104
801.4892353; 269.8831119; 110.5531976; 2.4182873; -0.0032049; 37.7154133; 3.9349332
803.4879616; 268.5555693; 109.0590800; 2.4121176; -0.0029605; 37.9233715; 3.9246742
805.4866879; 267.2192128; 107.5728314; 2.4064891; -0.0026304; 38.1296578; 3.9122886
807.4854142; 265.8750245; 106.0935641; 2.4016501; -0.0022115; 38.3341883; 3.8749701
809.4841404; 264.5244268; 104.6203241; 2.3977065; -0.0017328; 38.5356978; 3.8629503
811.4828667; 263.1686760; 103.1517097; 2.3947171; -0.0012656; 38.7355387; 3.8484010
813.4815930; 261.8091490; 101.6864633; 2.3926392; -0.0008136; 38.9336071; 3.7989391
815.4803193; 260.4473240; 100.2235983; 2.3913808; -0.0004483; 39.1281464; 3.7804478
817.4790455; 259.0841122; 98.7618828; 2.3908237; -0.0001352; 39.3207833; 3.7592282
819.4777718; 257.7204523; 97.3004939; 2.3908110; 0.0001224; 39.5114077; 3.7038408
821.4764981; 256.3572135; 95.8389220; 2.3912262; 0.0002906; 39.6983283; 3.6842811
823.4752243; 254.9947626; 94.3765002; 2.3919567; 0.0004229; 39.8833926; 3.6622053
825.4739506; 253.6335071; 92.9128930; 2.3928972; 0.0005181; 40.0665009; 3.6093834
827.4726769; 252.2738293; 91.4479888; 2.3939798; 0.0005639; 40.2461530; 3.5910856
829.4714032; 250.9157595; 89.9815091; 2.3951437; 0.0005921; 40.4241021; 3.5704146
831.4701294; 249.5593867; 88.5133853; 2.3963371; 0.0006020; 40.6002536; 3.5213535
833.4688557; 248.2048308; 87.0437238; 2.3975089; 0.0005694; 40.7732392; 3.5042964
835.4675820; 246.8518910; 85.5724567; 2.3986185; 0.0005469; 40.9446614; 3.4848968
837.4663083; 245.5005839; 84.0997339; 2.3997018; 0.0005371; 41.1144257; 3.4392758
839.4650345; 244.1508482; 82.6255689; 2.4007459; 0.0005070; 41.2812832; 3.4231228
841.4637608; 242.8026195; 81.1500514; 2.4017257; 0.0004701; 41.4466901; 3.4046269
843.4624871; 241.4557726; 79.6732640; 2.4026216; 0.0004263; 41.6105510; 3.3613692
845.4612133; 240.1101825; 78.1953314; 2.4034256; 0.0003781; 41.7716993; 3.3458361
847.4599396; 238.7657102; 76.7163833; 2.4041321; 0.0003278; 41.9314880; 3.3279698
849.4586659; 237.4222014; 75.2365489; 2.4047347; 0.0002752; 42.0898217; 3.2867608
851.4573922; 236.0795145; 73.7559876; 2.4052288; 0.0002191; 42.2456123; 3.2717202
853.4561184; 234.7374711; 72.2748331; 2.4056099; 0.0001614; 42.4001215; 3.2543373
855.4548447; 233.3958970; 70.7932371; 2.4058729; 0.0001019; 42.5532533; 3.2148310
857.4535710; 232.0546398; 69.3113870; 2.4060147; 0.0000399; 42.7039869; 3.2001574
859.4522973; 230.7134916; 67.8294202; 2.4060320; -0.0000229; 42.8535060; 3.1831114
861.4510235; 229.3722656; 66.3475040; 2.4059227; -0.0000864; 43.0017129; 3.1450260
863.4497498; 228.0308046; 64.8658426; 2.4056867; -0.0001496; 43.1476466; 3.1306388
865.4484761; 226.6888894; 63.3845698; 2.4053252; -0.0002114; 43.2924241; 3.1138315
867.4472023; 225.3463371; 61.9038513; 2.4048425; -0.0002716; 43.4359457; 3.0770680
869.4459286; 224.0030063; 60.4238860; 2.4042430; -0.0003282; 43.5773084; 3.0630369
871.4446549; 222.6586879; 58.9447817; 2.4035342; -0.0003769; 43.7175726; 3.0465413
873.4433812; 221.3132557; 57.4666880; 2.4027413; -0.0004164; 43.8566364; 3.0112694
875.4421074; 219.9666099; 55.9897198; 2.4018829; -0.0004419; 43.9936583; 2.5281411
877.4408337; 218.6186566; 54.5139362; 2.4009782; -0.0004593; 44.1083676; 1.9359847
879.4395600; 217.2693499; 53.0393891; 2.4000517; -0.0004678; 44.1960077; -0.0106765
881.4382862; 215.9186735; 51.5661007; 2.3991218; -0.0004619; 44.1955249; -1.3078315
883.4370125; 214.5666367; 50.0940577; 2.3982081; -0.0004489; 44.1363390; -2.7761034
885.4357388; 213.2132828; 48.6232294; 2.3973317; -0.0004280; 44.0104429; -5.5382748
887.4344651; 211.8586735; 47.1535513; 2.3965088; -0.0003947; 43.7582003; -6.9369157
889.4331913; 210.5029073; 45.6849436; 2.3957562; -0.0003553; 43.4401899; -8.4669307
891.4319176; 209.1461028; 44.2173016; 2.3950923; -0.0003091; 43.0488553; -10.6771588
893.4306439; 207.7883876; 42.7504883; 2.3945263; -0.0002568; 42.5502352; -11.4073844
895.4293702; 206.4299241; 41.2843761; 2.3940679; -0.0001991; 42.0109752; -12.1591638
897.4280964; 205.0708826; 39.8188085; 2.3937338; -0.0001351; 41.4284486; -12.3335359
899.4268227; 203.7114289; 38.3536030; 2.3935140; -0.0000857; 40.8290782; -12.2591606
901.4255490; 202.3517290; 36.8886376; 2.3933862; -0.0000484; 40.2244729; -12.1818262
903.4242752; 200.9918909; 35.4238120; 2.3933127; -0.0000252; 39.6145421; -12.1508077
905.4230015; 199.6319620; 33.9590431; 2.3932782; -0.0000098; 38.9966623; -12.0468932
907.4217278; 198.2720123; 32.4943099; 2.3932716; 0.0000005; 38.3742464; -11.9513422
909.4204541; 196.9120705; 31.0295843; 2.3932767; 0.0000046; 37.7466271; -11.9266592
911.4191803; 195.5521216; 29.5648286; 2.3932849; 0.0000032; 37.1097239; -11.8210831
913.4179066; 194.1921932; 28.1000762; 2.3932896; 0.0000016; 36.4674840; -11.7250725
915.4166329; 192.8322790; 26.6353295; 2.3932916; 0.0000004; 35.8190866; -11.7075992
917.4153592; 191.4723430; 25.1705560; 2.3932922; 0.0000002; 35.1597269; -11.5997577
919.4140854; 190.1124222; 23.7057974; 2.3932926; 0.0000002; 34.4940127; -11.5027664
921.4128117; 188.7525135; 22.2410504; 2.3932932; 0.0000004; 33.8209277; -11.4937474
923.4115380; 187.3925772; 20.7762714; 2.3932942; 0.0000005; 33.1347165; -11.3828481
925.4102642; 186.0326600; 19.3115099; 2.3932953; 0.0000006; 32.4408237; -11.2841208
927.4089905; 184.6727582; 17.8467616; 2.3932965; 0.0000007; 31.7379790; -11.2853246
929.4077168; 183.3128248; 16.3819756; 2.3932977; 0.0000006; 31.0191354; -11.1702976
931.4064431; 181.9529111; 14.9172073; 2.3932989; 0.0000007; 30.2908241; -11.0687074
933.4051693; 180.5930182; 13.4524572; 2.3933007; 0.0000011; 29.5514364; -11.0827736
935.4038956; 179.2330957; 11.9876698; 2.3933020; -0.0000000; 28.7920914; -10.9620884
937.4026219; 177.8731754; 10.5228842; 2.3933022; 0.0000022; 28.0207798; -10.8558279
939.4013482; 176.5132967; 9.0581292; 2.3933134; 0.0000090; 27.2354263; -10.8887118
941.4000744; 175.1534248; 7.5932966; 2.3933734; 0.0000540; 26.4242566; -10.7183297
943.3988007; 173.7939173; 6.1285636; 2.3934721; -0.0000331; 25.6006899; -10.5519444
945.3975270; 172.4339615; 4.6636012; 2.3931357; -0.0003032; 24.7631667; -10.3982386
947.3962532; 171.0736021; 3.2002800; 2.3919327; -0.0009275; 23.9091606; -10.1008489
949.3949795; 169.7099507; 1.7388785; 2.3893759; -0.0017054; 23.0493014; -9.7995888
951.3937058; 168.3409651; 0.2818075; 2.3850139; -0.0026569; 22.1832573; -9.4452079
953.3924321; 166.9651522; -1.1666758; 2.3783499; -0.0040497; 21.3152559; -9.0297041
955.3911583; 165.5766885; -2.6049512; 2.3687185; -0.0057681; 20.4510224; -8.5985457
957.3898846; 164.1715239; -4.0271691; 2.3550048; -0.0079548; 19.5926527; -8.0457796
959.3886109; 162.7454747; -5.4256478; 2.3372833; -0.0097274; 18.7539174; -7.5439319
961.3873372; 161.2934368; -6.7952720; 2.3159319; -0.0122047; 17.9318964; -6.9965460
963.3860634; 159.8053113; -8.1315395; 2.2878356; -0.0157756; 17.1343091; -6.2967937
965.3847897; 158.2813316; -9.4146183; 2.2515172; -0.0209946; 16.3833273; -5.7950603
967.3835160; 156.6958818; -10.6397206; 2.2040721; -0.0262807; 15.6603939; -5.1467061
969.3822422; 155.0527765; -11.7766884; 2.1464282; -0.0314302; 14.9891368; -4.5467537
971.3809685; 153.3419229; -12.8080563; 2.0784564; -0.0365907; 14.3700658; -4.1589881
973.3796948; 151.5555085; -13.7138939; 2.0000049; -0.0416728; 13.7794569; -3.6336916
975.3784211; 149.7072929; -14.4652338; 1.9122453; -0.0464010; 13.2419003; -3.3830843
977.3771473; 147.7955067; -15.0428436; 1.8147041; -0.0506290; 12.7210143; -3.0912105
979.3758736; 145.8343755; -15.4251991; 1.7113193; -0.0526387; 12.2256794; -2.9570257
981.3745999; 143.8423764; -15.5996558; 1.6042697; -0.0548739; 11.7322916; -2.8532643
983.3733262; 141.8400938; -15.5533109; 1.4891101; -0.0602752; 11.2356966; -3.1762127
985.3720524; 139.8285345; -15.2621155; 1.3628036; -0.0667793; 10.6557083; -2.1175641
987.3707787; 137.8916435; -14.7002858; 1.2079421; -0.0835886; 10.2508174; -0.8002112
989.3695050; 136.1421848; -13.8613203; 1.0354959; -0.0963661; 10.0935846; -0.8214177
991.3682312; 134.5474851; -12.6704947; 0.8226804; -0.0974289; 9.9295958; 1.2448124
993.3669575; 133.2374704; -11.2328463; 0.6610589; -0.0754718; 10.1770797; 1.5745531
995.3656838; 132.1161812; -9.5561790; 0.5226719; -0.0618060; 10.4817533; 1.4767806
997.3644101; 131.2126620; -7.7384807; 0.3999590; -0.0616058; 10.7596706; 1.4511773
999.3631363; 130.5486492; -5.8550938; 0.2785104; -0.0602113; 11.0259478; 1.5194422
1001.3618626; 130.1161569; -3.9036724; 0.1575503; -0.0603562; 11.2980274; 1.6152711
1003.3605889; 129.9210910; -1.9161128; 0.0387868; -0.0583307; 11.5802587; 1.8736606
1005.3593152; 129.9569868; 0.0782051; -0.0729449; -0.0532129; 11.8992547; 2.0627786
1007.3580414; 130.2058968; 2.0647979; -0.1748216; -0.0483007; 12.2408383; 2.5214971
1009.3567677; 130.6433581; 4.0143570; -0.2643606; -0.0414472; 12.6458565; 2.8716814
1011.3554940; 131.2421999; 5.9248482; -0.3409347; -0.0348576; 13.0918714; 3.2158311
1013.3542202; 131.9705913; 7.7832660; -0.4040142; -0.0284487; 13.5739541; 3.7427307
1015.3529465; 132.8078241; 9.6072299; -0.4543342; -0.0215966; 14.1143054; 4.0419161
1017.3516728; 133.7175246; 11.3823855; -0.4907400; -0.0156931; 14.6755233; 4.4470773
1019.3503991; 134.6837761; 13.1295998; -0.5182730; -0.0117587; 15.2691835; 4.7744179
1021.3491253; 135.6917883; 14.8539568; -0.5390925; -0.0095817; 15.8818599; 5.0210153
1023.3478516; 136.7324364; 16.5584867; -0.5565718; -0.0078225; 16.5016589; 5.2498625
1025.3465779; 137.8005346; 18.2482849; -0.5700759; -0.0056911; 17.1257357; 5.3814568
1027.3453042; 138.8882733; 19.9259480; -0.5800482; -0.0045870; 17.7426869; 5.4956532
1029.3440304; 139.9903340; 21.5920063; -0.5885415; -0.0040042; 18.3513365; 5.4512240
1031.3427567; 141.1067272; 23.2503224; -0.5964694; -0.0039277; 18.9357483; 5.4494205
1033.3414830; 142.2360666; 24.8997756; -0.6042294; -0.0038274; 19.5024707; 5.4836785
1035.3402092; 143.3773475; 26.5396246; -0.6117607; -0.0037167; 20.0565976; 5.4297209
1037.3389355; 144.5314690; 28.1718985; -0.6191161; -0.0036416; 20.5905842; 5.4288291
1039.3376618; 145.6973040; 29.7955378; -0.6263172; -0.0035627; 21.1109840; 5.4537007
1041.3363881; 146.8742402; 31.4102477; -0.6333548; -0.0034866; 21.6211599; 5.4013240
1043.3351143; 148.0629287; 33.0173999; -0.6402876; -0.0034492; 22.1148387; 5.3976224
1045.3338406; 149.2625047; 34.6161350; -0.6470931; -0.0033324; 22.5974076; 5.4158976
1047.3325669; 150.4724578; 36.2065347; -0.6535838; -0.0031297; 23.0714677; 5.3689650
1049.3312932; 151.6925450; 37.7898042; -0.6593934; -0.0026826; 23.5319954; 5.3641562
1051.3300194; 152.9209891; 39.3663931; -0.6642625; -0.0021653; 23.9832810; 5.3790342
1053.3287457; 154.1561473; 40.9375337; -0.6680348; -0.0016151; 24.4274477; 5.3351652
1055.3274720; 155.3964594; 42.5047616; -0.6707505; -0.0011021; 24.8601543; 5.3240538
1057.3261982; 156.6401375; 44.0690802; -0.6725396; -0.0007423; 25.2845788; 5.3333868
1059.3249245; 157.8864453; 45.6319300; -0.6737479; -0.0004727; 25.7027213; 5.2892824
1061.3236508; 159.1340371; 47.1933317; -0.6744620; -0.0002421; 26.1107935; 5.2764097
1063.3223771; 160.3824409; 48.7541766; -0.6747494; -0.0000630; 26.5116151; 5.2839156
1065.3211033; 161.6311893; 50.3150455; -0.6747247; 0.0000801; 26.9070240; 5.2435542
1067.3198296; 162.8795336; 51.8758851; -0.6744697; 0.0001751; 27.2937502; 5.2307319
1069.3185559; 164.1273676; 53.4371941; -0.6740423; 0.0002436; 27.6741468; 5.2370343
1071.3172822; 165.3745541; 54.9992500; -0.6735014; 0.0002941; 28.0498342; 5.1992730
1073.3160084; 166.6207042; 56.5618734; -0.6728859; 0.0003217; 28.4179000; 5.1872901
1075.3147347; 167.8658777; 58.1253282; -0.6722229; 0.0003377; 28.7804272; 5.1927029
1077.3134610; 169.1100673; 59.6897123; -0.6715383; 0.0003459; 29.1388156; 5.1570090
1079.3121872; 170.3530958; 61.2548491; -0.6708483; 0.0003446; 29.4904302; 5.1461732
1081.3109135; 171.5950706; 62.8208710; -0.6701635; 0.0003390; 29.8371757; 5.1508584
1083.3096398; 172.8360153; 64.3877731; -0.6694941; 0.0003306; 30.1802479; 5.1168505
1085.3083661; 174.0758853; 65.9554443; -0.6688434; 0.0003205; 30.5172367; 5.1071941
1087.3070923; 175.3147696; 67.5239301; -0.6682175; 0.0003032; 30.8499189; 5.1112093
1089.3058186; 176.5527036; 69.0931664; -0.6676329; 0.0002803; 31.1793091; 5.0784795
1091.3045449; 177.7897728; 70.6631064; -0.6671057; 0.0002472; 31.5031791; 5.0700204
1093.3032712; 179.0260828; 72.2336929; -0.6666238; 0.0002471; 31.8232221; 5.0735171
1095.3019974; 180.2615179; 73.8047668; -0.6661111; 0.0002630; 32.1402957; 5.0422303
1097.3007237; 181.4962213; 75.3765918; -0.6655921; 0.0002564; 32.4523448; 5.0156947
1099.2994500; 182.7300942; 76.9490178; -0.6650854; 0.0002511; 32.7598029; 4.9975495
1101.2981762; 183.9631188; 78.5219882; -0.6645878; 0.0002472; 33.0633052; 4.9001409
1103.2969025; 185.1954432; 80.0956682; -0.6640950; 0.0002459; 33.3582109; 4.8479038
1105.2956288; 186.4269716; 81.6699264; -0.6636030; 0.0002474; 33.6474293; 4.8135364
1107.2943551; 187.6576737; 83.2447323; -0.6631055; 0.0002510; 33.9321585; 4.7252225
1109.2930813; 188.8876463; 84.8202365; -0.6625960; 0.0002589; 34.2093589; 4.6779495
1111.2918076; 190.1167832; 86.3963523; -0.6620685; 0.0002704; 34.4815909; 4.6463551
1113.2905339; 191.3450369; 87.9730923; -0.6615143; 0.0002849; 34.7498734; 4.5657395
1115.2892602; 192.5724313; 89.5505867; -0.6609240; 0.0003057; 35.0114985; 4.5224327
1117.2879864; 193.7988440; 91.1288101; -0.6602891; 0.0003317; 35.2687289; 4.4931579
1119.2867127; 195.0241996; 92.7078333; -0.6595968; 0.0003621; 35.5224495; 4.4190112
1121.2854390; 196.2484233; 94.2877650; -0.6588335; 0.0004016; 35.7702280; 4.3788789
1123.2841652; 197.4713649; 95.8686646; -0.6579867; 0.0004486; 36.0140746; 4.3514967
1125.2828915; 198.6929031; 97.4506798; -0.6570382; 0.0005020; 36.2547717; 4.2826124
1127.2816178; 199.9128307; 99.0339016; -0.6559686; 0.0005683; 36.4901084; 4.2449303
1129.2803441; 201.1309518; 100.6185024; -0.6547603; 0.0006449; 36.7218861; 4.2189511
1131.2790703; 202.3470726; 102.2047293; -0.6533880; 0.0007302; 36.9508048; 4.1539459
1133.2777966; 203.5608159; 103.7926638; -0.6518264; 0.0008325; 37.1748191; 4.1178813
1135.2765229; 204.7719163; 105.3826220; -0.6500523; 0.0009478; 37.3955641; 4.0926235
1137.2752492; 205.9800755; 106.9749693; -0.6480343; 0.0010737; 37.6136714; 4.0296761
1139.2739754; 207.1847123; 108.5697875; -0.6457425; 0.0012195; 37.8271955; 3.9941161
